Date,PC_type,Strike,Spot_t,Premium_t,Tau_t,Moneyness_t,Delta_t,IV_t,IR_t,DividendYield_t,Volume_t,Quantity_t,Spot_th,option_value,option_return,M_floor,Return_t,Cluster
2020-08-29,-1,10000,11506.470625,159.270625,27,0.869087607789468,0.058313342716368,0.58269375,0.001,0,3285952.778,285.2,10732.43,0,-1,0.86,-0.13091239221053197,1
2020-08-29,1,10500,11466.0125,1305.715,27,0.915753300107597,0.930585037430622,0.55445,0.001,0,139711.696,12.2,10732.43,232.4300000000003,-0.8219902505523791,0.91,-0.08424669989240297,1
2020-08-29,-1,10500,11515.7055555556,244.388888888889,27,0.911798891850532,0.0707928455046747,0.549788888888889,0.001,0,278745.582,24.2,10732.43,0,-1,0.91,-0.08820110814946802,1
2020-08-29,1,11000,11474.2723076923,952.381538461538,27,0.958673101843062,0.919155418296902,0.529084615384615,0.001,0,980754.96,85.6,10732.43,0,-1,0.95,-0.04132689815693802,1
2020-08-29,-1,11000,11490.0137037037,387.46037037037,27,0.957355968326227,0.0829673272551402,0.523333333333333,0.001,0,3507119.424,305.4,10732.43,267.5699999999997,-0.3094261491975764,0.95,-0.04264403167377295,1
2020-08-29,1,11500,11484.3335483871,682.596129032258,27,1.00136861636697,0.91456478709101,0.523522580645161,0.001,0,3543219.86,308.8,10732.43,0,-1,1,0.0013686163669699436,1
2020-08-29,-1,11500,11499.4566666667,592.66,27,1.00005175229358,0.0906266571194236,0.510783333333333,0.001,0,741509.51,64.4,10732.43,767.5699999999997,0.29512705429757324,1,5.1752293579898634e-5,1
2020-08-29,1,12000,11512.7922580645,476.702903225806,27,1.04233298720912,0.909686866131341,0.517541935483871,0.001,0,2207040.644,192,10732.43,0,-1,1.04,0.04233298720912004,1
2020-08-29,-1,12000,11512.56,854.81,27,1.04234017982804,0.0960724765798719,0.5042,0.001,0,27619.696,2.4,10732.43,1267.5699999999997,0.4828675378154208,1.04,0.04234017982804006,1
2020-08-29,1,12500,11454.9666666667,305.463333333333,27,1.09123035849162,0.910499374606839,0.525833333333333,0.001,0,96159.568,8.4,10732.43,0,-1,1.09,0.09123035849162009,1
2020-08-29,1,13000,11522.3623809524,222.800476190476,27,1.12825444760646,0.913388093211208,0.537233333333333,0.001,0,1826033.894,158.2,10732.43,0,-1,1.12,0.12825444760646,1
2020-08-29,-1,13000,11496.65,1615.245,27,1.13076848714123,0.0891979754893145,0.53135,0.001,0,234091.836,20.4,10732.43,2267.5699999999997,0.40385514271828726,1.13,0.13076848714123002,1
2020-08-29,1,14000,11514.8994520548,110.974109589041,27,1.21582752640389,0.925525558484951,0.577219178082192,0.001,0,5605445.492,486.2,10732.43,0,-1,1.21,0.21582752640389002,1
2020-08-29,1,16000,11498.8088235294,45.6558823529412,27,1.39146487781494,0.957878425011581,0.697229411764706,0.001,0,257053.464,22.4,10732.43,0,-1,1.39,0.3914648778149401,1
2020-08-29,1,18000,11527.2638461538,26.5984615384615,27,1.56151717405135,0.97710855370107,0.807692307692308,0.001,0,1041993.562,90.4,10732.43,0,-1,1.56,0.56151717405135,1
2020-08-29,1,20000,11517.8433333333,17.2766666666667,27,1.73643880379397,0.987881110374484,0.910033333333333,0.001,0,69107.06,6,10732.43,0,-1,1.73,0.73643880379397,1
2021-02-27,1,8000,46718.95,38846.81,27,0.171236725140441,1,0,4e-4,0,9343.79,0.2,51415.92,43415.92,0.1176186667579655,0.17,-0.828763274859559,0
2021-02-27,-1,13000,47145.53,23.5766666666667,27,0.275743298210011,1.56114400073903e-7,1.919,4e-4,0,329722.75,7,51415.92,0,-1,0.27,-0.724256701789989,0
2021-02-27,-1,16000,46572.6233333333,46.58,27,0.343698344799474,3.10825412941362e-6,1.738,4e-4,0,69648.246,1.5,51415.92,0,-1,0.34,-0.6563016552005261,0
2021-02-27,1,18000,46793,29198.83,27,0.384672921163422,0.999997143573854,1.7042,4e-4,0,4679.3,0.1,51415.92,33415.92,0.1444266773702918,0.38,-0.615327078836578,0
2021-02-27,-1,18000,46934.2002325581,90.023023255814,27,0.383556088265046,2.43369928556034e-6,1.7201023255814,4e-4,0,2090710.469,44.5,51415.92,0,-1,0.38,-0.616443911734954,0
2021-02-27,-1,20000,46924.915,117.345,27,0.426213563923686,1.00445982227915e-5,1.61875,4e-4,0,1897998.01,40.5,51415.92,0,-1,0.42,-0.5737864360763141,0
2021-02-27,1,24000,45514.25,22074.41,27,0.527307381754066,0.999933979411434,1.4378,4e-4,0,254879.8,5.6,51415.92,27415.92,0.24197747527566982,0.52,-0.472692618245934,0
2021-02-27,-1,24000,46604.4446153846,233.022307692308,27,0.514998116249245,4.62066855103979e-5,1.47172307692308,4e-4,0,60585.778,1.3,51415.92,0,-1,0.51,-0.48500188375075504,0
2021-02-27,1,28000,46608.405,19528.99,27,0.600751330998012,0.999783454863493,1.32585,4e-4,0,466084.05,10,51415.92,23415.92,0.1990338466044581,0.6,-0.39924866900198797,0
2021-02-27,-1,28000,46727.6459090909,345.884545454545,27,0.599301197672648,3.2874299641292e-4,1.28182727272727,4e-4,0,201695.78,4.3,51415.92,0,-1,0.59,-0.400698802327352,0
2021-02-27,1,32000,45334.9879166667,14512.8795833333,27,0.70585734934744,0.999092659133499,1.1783375,4e-4,0,1303588.279,28.7,51415.92,19415.92,0.33784063241986706,0.7,-0.29414265065255996,0
2021-02-27,-1,32000,47054.922,626.0232,27,0.680088857574279,8.3806078795533e-4,1.188136,4e-4,0,1906842.308,40.2,51415.92,0,-1,0.68,-0.31991114242572105,0
2021-02-27,1,36000,45557.6615217391,11389.4156521739,27,0.790207763101123,0.998102735658647,1.0977847826087,4e-4,0,724070.96,15.9,51415.92,15415.919999999998,0.3535303716005447,0.79,-0.20979223689887705,0
2021-02-27,-1,36000,46661.8023076923,1185.14461538462,27,0.771826017476407,0.00172546137819893,1.10982307692308,4e-4,0,3814359.301,81,51415.92,0,-1,0.77,-0.228173982523593,0
2021-02-27,-1,40000,46836.8176,2081.2411,27,0.854283337117193,0.00260280522347866,1.066572,4e-4,0,6851295.67,145.2,51415.92,0,-1,0.85,-0.14571666288280705,0
2021-02-27,1,44000,47876.2,8091.08,27,0.919037016304552,0.997908061350629,1.0959,4e-4,0,4787.62,0.1,51415.92,7415.919999999998,-0.08344497891505231,0.91,-0.08096298369544797,0
2021-02-27,-1,44000,47065.9636923077,3304.75307692308,27,0.934908975587521,0.00387619209010026,1.02115230769231,4e-4,0,5432482.206,115.5,51415.92,0,-1,0.93,-0.06509102441247905,0
2021-02-27,1,48000,47015.2596739131,5035.88663043478,27,1.02101267186019,0.995538617423278,1.00925,4e-4,0,13687403.715,290.1,51415.92,3415.9199999999983,-0.32168449159367196,1.02,0.021012671860189958,0
2021-02-27,-1,48000,47016.6040740741,5381.55888888889,27,1.02106001651948,0.00367626734789306,1.03492222222222,4e-4,0,1524072.103,32.3,51415.92,0,-1,1.02,0.021060016519480085,0
2021-02-27,1,50000,47047.127962963,4235.15685185185,27,1.06281910044641,0.995398164109009,1.0081,4e-4,0,24760581.296,530.1,51415.92,1415.9199999999983,-0.6656747200801127,1.06,0.06281910044641004,0
2021-02-27,-1,50000,46595.19,6546.62,27,1.07307213469888,0.00513285058024926,0.9924,4e-4,0,4659.519,0.1,51415.92,0,-1,1.07,0.07307213469888008,0
2021-02-27,1,52000,47228.0157407407,3748.22888888889,27,1.10111932263605,0.996045448153448,1.03146759259259,4e-4,0,26585185.998,565.5,51415.92,0,-1,1.1,0.10111932263605006,0
2021-02-27,-1,52000,47382.22,7563.16818181818,27,1.09762824591718,0.00388231051018104,1.03115454545455,4e-4,0,99484.049,2.1,51415.92,584.0800000000017,-0.9227731043448,1.09,0.09762824591718,0
2021-02-27,1,56000,47074.5178723404,2603.31843971631,27,1.18980008279986,0.996169766960214,1.04143404255319,4e-4,0,18858581.439,402.3,51415.92,0,-1,1.18,0.18980008279986005,0
2021-02-27,-1,56000,46569.51,10885.625,27,1.20250357502641,0.00433385269952358,1.0229,4e-4,0,18625.932,0.4,51415.92,4584.080000000002,-0.578886834701728,1.2,0.20250357502640992,0
